"","Value","Groups","Rank","Taxa"
"4411",0,"FanVent",15,"g__Rhodotorula padj = 0.0039592"
"4412",0,"FanVent",15,"g__Rhodotorula padj = 0.0039592"
"4413",0,"FanVent",15,"g__Rhodotorula padj = 0.0039592"
"4414",93,"Door",15,"g__Rhodotorula padj = 0.0039592"
"4415",173,"Door",15,"g__Rhodotorula padj = 0.0039592"
"4416",238,"Door",15,"g__Rhodotorula padj = 0.0039592"
"4417",117,"Floor",15,"g__Rhodotorula padj = 0.0039592"
"4418",97,"Floor",15,"g__Rhodotorula padj = 0.0039592"
"4419",66,"WallCeiling",15,"g__Rhodotorula padj = 0.0039592"
"4420",153,"Floor",15,"g__Rhodotorula padj = 0.0039592"
"4421",430,"FanVent",15,"g__Rhodotorula padj = 0.0039592"
"4422",6317,"FanVent",15,"g__Rhodotorula padj = 0.0039592"
"4423",2092,"FanVent",15,"g__Rhodotorula padj = 0.0039592"
"4424",274,"Floor",15,"g__Rhodotorula padj = 0.0039592"
"4425",40,"Floor",15,"g__Rhodotorula padj = 0.0039592"
"4426",0,"Floor",15,"g__Rhodotorula padj = 0.0039592"
"4427",1033,"FanVent",15,"g__Rhodotorula padj = 0.0039592"
"4428",33,"Floor",15,"g__Rhodotorula padj = 0.0039592"
"4429",0,"Floor",15,"g__Rhodotorula padj = 0.0039592"
"4430",0,"Floor",15,"g__Rhodotorula padj = 0.0039592"
"4431",143,"WallCeiling",15,"g__Rhodotorula padj = 0.0039592"
"4432",224,"WallCeiling",15,"g__Rhodotorula padj = 0.0039592"
"4433",0,"WallCeiling",15,"g__Rhodotorula padj = 0.0039592"
"4434",1718,"Door",15,"g__Rhodotorula padj = 0.0039592"
"4435",0,"Door",15,"g__Rhodotorula padj = 0.0039592"
"4436",397,"Floor",15,"g__Rhodotorula padj = 0.0039592"
"4437",351,"Floor",15,"g__Rhodotorula padj = 0.0039592"
"4438",538,"Floor",15,"g__Rhodotorula padj = 0.0039592"
"4439",729,"Door",15,"g__Rhodotorula padj = 0.0039592"
"4440",0,"Floor",15,"g__Rhodotorula padj = 0.0039592"
"4441",7903,"Door",15,"g__Rhodotorula padj = 0.0039592"
"4442",117,"WallCeiling",15,"g__Rhodotorula padj = 0.0039592"
"4443",146,"WallCeiling",15,"g__Rhodotorula padj = 0.0039592"
"4444",0,"Floor",15,"g__Rhodotorula padj = 0.0039592"
"4445",1860,"Door",15,"g__Rhodotorula padj = 0.0039592"
"4446",3032,"Door",15,"g__Rhodotorula padj = 0.0039592"
"4447",2913,"Door",15,"g__Rhodotorula padj = 0.0039592"
"4448",1572,"Door",15,"g__Rhodotorula padj = 0.0039592"
"4449",1982,"Door",15,"g__Rhodotorula padj = 0.0039592"
"4450",746,"Door",15,"g__Rhodotorula padj = 0.0039592"
"4451",4765,"Floor",15,"g__Rhodotorula padj = 0.0039592"
"4452",26,"FanVent",15,"g__Rhodotorula padj = 0.0039592"
"4453",841,"FanVent",15,"g__Rhodotorula padj = 0.0039592"
"4454",102,"FanVent",15,"g__Rhodotorula padj = 0.0039592"
"4455",168,"FanVent",15,"g__Rhodotorula padj = 0.0039592"
"4456",235,"FanVent",15,"g__Rhodotorula padj = 0.0039592"
"4457",2275,"Floor",15,"g__Rhodotorula padj = 0.0039592"
"4458",465,"Floor",15,"g__Rhodotorula padj = 0.0039592"
"4459",0,"Floor",15,"g__Rhodotorula padj = 0.0039592"
"4460",0,"Floor",15,"g__Rhodotorula padj = 0.0039592"
"4461",0,"WallCeiling",15,"g__Rhodotorula padj = 0.0039592"
"4462",0,"WallCeiling",15,"g__Rhodotorula padj = 0.0039592"
"4463",1618,"WallCeiling",15,"g__Rhodotorula padj = 0.0039592"
"4464",0,"FanVent",15,"g__Rhodotorula padj = 0.0039592"
"4465",263,"Door",15,"g__Rhodotorula padj = 0.0039592"
"4466",0,"Door",15,"g__Rhodotorula padj = 0.0039592"
"4467",616,"Floor",15,"g__Rhodotorula padj = 0.0039592"
"4468",0,"Floor",15,"g__Rhodotorula padj = 0.0039592"
"4469",101,"Door",15,"g__Rhodotorula padj = 0.0039592"
"4470",0,"Door",15,"g__Rhodotorula padj = 0.0039592"
"4471",0,"Door",15,"g__Rhodotorula padj = 0.0039592"
"4472",0,"Door",15,"g__Rhodotorula padj = 0.0039592"
"4473",0,"Floor",15,"g__Rhodotorula padj = 0.0039592"
"4474",0,"Floor",15,"g__Rhodotorula padj = 0.0039592"
"4475",119,"WallCeiling",15,"g__Rhodotorula padj = 0.0039592"
"4476",1273,"Floor",15,"g__Rhodotorula padj = 0.0039592"
"4477",0,"Floor",15,"g__Rhodotorula padj = 0.0039592"
"4478",0,"WallCeiling",15,"g__Rhodotorula padj = 0.0039592"
"4479",723,"Floor",15,"g__Rhodotorula padj = 0.0039592"
"4480",349,"Door",15,"g__Rhodotorula padj = 0.0039592"
"4481",11,"Door",15,"g__Rhodotorula padj = 0.0039592"
"4482",0,"Door",15,"g__Rhodotorula padj = 0.0039592"
"4483",0,"Door",15,"g__Rhodotorula padj = 0.0039592"
"4484",144,"Door",15,"g__Rhodotorula padj = 0.0039592"
"4485",0,"Door",15,"g__Rhodotorula padj = 0.0039592"
"4486",1278,"Floor",15,"g__Rhodotorula padj = 0.0039592"
"4487",211,"Door",15,"g__Rhodotorula padj = 0.0039592"
"4488",191,"Floor",15,"g__Rhodotorula padj = 0.0039592"
"4489",0,"FanVent",15,"g__Rhodotorula padj = 0.0039592"
"4490",0,"Floor",15,"g__Rhodotorula padj = 0.0039592"
"4491",0,"Floor",15,"g__Rhodotorula padj = 0.0039592"
"4492",0,"Door",15,"g__Rhodotorula padj = 0.0039592"
"4493",0,"Floor",15,"g__Rhodotorula padj = 0.0039592"
"4494",497,"Floor",15,"g__Rhodotorula padj = 0.0039592"
"4495",35,"WallCeiling",15,"g__Rhodotorula padj = 0.0039592"
"4496",0,"Door",15,"g__Rhodotorula padj = 0.0039592"
"4497",0,"Door",15,"g__Rhodotorula padj = 0.0039592"
"4498",0,"FanVent",15,"g__Rhodotorula padj = 0.0039592"
"4499",0,"FanVent",15,"g__Rhodotorula padj = 0.0039592"
"4500",0,"Door",15,"g__Rhodotorula padj = 0.0039592"
"4501",94,"Door",15,"g__Rhodotorula padj = 0.0039592"
"4502",317,"Floor",15,"g__Rhodotorula padj = 0.0039592"
"4503",1401,"Door",15,"g__Rhodotorula padj = 0.0039592"
"4504",108,"Floor",15,"g__Rhodotorula padj = 0.0039592"
"4505",131,"WallCeiling",15,"g__Rhodotorula padj = 0.0039592"
"4506",11612,"Door",15,"g__Rhodotorula padj = 0.0039592"
"4507",76,"WallCeiling",15,"g__Rhodotorula padj = 0.0039592"
"4508",2193,"Floor",15,"g__Rhodotorula padj = 0.0039592"
"4509",3523,"Floor",15,"g__Rhodotorula padj = 0.0039592"
"4510",72,"WallCeiling",15,"g__Rhodotorula padj = 0.0039592"
"4511",0,"WallCeiling",15,"g__Rhodotorula padj = 0.0039592"
"4512",0,"Floor",15,"g__Rhodotorula padj = 0.0039592"
"4513",0,"Floor",15,"g__Rhodotorula padj = 0.0039592"
"4514",287,"Floor",15,"g__Rhodotorula padj = 0.0039592"
"4515",382,"Floor",15,"g__Rhodotorula padj = 0.0039592"
"4516",44,"Floor",15,"g__Rhodotorula padj = 0.0039592"
"4517",148,"WallCeiling",15,"g__Rhodotorula padj = 0.0039592"
"4518",101,"WallCeiling",15,"g__Rhodotorula padj = 0.0039592"
"4519",0,"WallCeiling",15,"g__Rhodotorula padj = 0.0039592"
"4520",48,"Floor",15,"g__Rhodotorula padj = 0.0039592"
"4521",271,"Floor",15,"g__Rhodotorula padj = 0.0039592"
"4522",559,"Floor",15,"g__Rhodotorula padj = 0.0039592"
"4523",39,"WallCeiling",32,"g__Sporidiobolus padj = 2.9408e-09"
"4524",13,"Door",32,"g__Sporidiobolus padj = 2.9408e-09"
"4525",0,"Door",32,"g__Sporidiobolus padj = 2.9408e-09"
"4526",0,"Floor",32,"g__Sporidiobolus padj = 2.9408e-09"
"4527",1663,"Floor",32,"g__Sporidiobolus padj = 2.9408e-09"
"4528",932,"Floor",32,"g__Sporidiobolus padj = 2.9408e-09"
"4529",1344,"Floor",32,"g__Sporidiobolus padj = 2.9408e-09"
"4530",0,"FanVent",32,"g__Sporidiobolus padj = 2.9408e-09"
"4531",64,"FanVent",32,"g__Sporidiobolus padj = 2.9408e-09"
"4532",0,"FanVent",32,"g__Sporidiobolus padj = 2.9408e-09"
"4533",0,"Door",32,"g__Sporidiobolus padj = 2.9408e-09"
"4534",38,"Door",32,"g__Sporidiobolus padj = 2.9408e-09"
"4535",0,"Door",32,"g__Sporidiobolus padj = 2.9408e-09"
"4536",0,"Floor",32,"g__Sporidiobolus padj = 2.9408e-09"
"4537",0,"Floor",32,"g__Sporidiobolus padj = 2.9408e-09"
"4538",0,"WallCeiling",32,"g__Sporidiobolus padj = 2.9408e-09"
"4539",0,"Floor",32,"g__Sporidiobolus padj = 2.9408e-09"
"4540",637,"FanVent",32,"g__Sporidiobolus padj = 2.9408e-09"
"4541",0,"FanVent",32,"g__Sporidiobolus padj = 2.9408e-09"
"4542",0,"FanVent",32,"g__Sporidiobolus padj = 2.9408e-09"
"4543",35,"Floor",32,"g__Sporidiobolus padj = 2.9408e-09"
"4544",0,"Floor",32,"g__Sporidiobolus padj = 2.9408e-09"
"4545",36,"Floor",32,"g__Sporidiobolus padj = 2.9408e-09"
"4546",620,"FanVent",32,"g__Sporidiobolus padj = 2.9408e-09"
"4547",108,"Floor",32,"g__Sporidiobolus padj = 2.9408e-09"
"4548",0,"Floor",32,"g__Sporidiobolus padj = 2.9408e-09"
"4549",0,"Floor",32,"g__Sporidiobolus padj = 2.9408e-09"
"4550",15,"WallCeiling",32,"g__Sporidiobolus padj = 2.9408e-09"
"4551",17,"WallCeiling",32,"g__Sporidiobolus padj = 2.9408e-09"
"4552",69,"WallCeiling",32,"g__Sporidiobolus padj = 2.9408e-09"
"4553",0,"Door",32,"g__Sporidiobolus padj = 2.9408e-09"
"4554",4172,"Door",32,"g__Sporidiobolus padj = 2.9408e-09"
"4555",70,"Floor",32,"g__Sporidiobolus padj = 2.9408e-09"
"4556",0,"Floor",32,"g__Sporidiobolus padj = 2.9408e-09"
"4557",28,"Floor",32,"g__Sporidiobolus padj = 2.9408e-09"
"4558",547,"Door",32,"g__Sporidiobolus padj = 2.9408e-09"
"4559",0,"Floor",32,"g__Sporidiobolus padj = 2.9408e-09"
"4560",0,"Door",32,"g__Sporidiobolus padj = 2.9408e-09"
"4561",0,"WallCeiling",32,"g__Sporidiobolus padj = 2.9408e-09"
"4562",0,"WallCeiling",32,"g__Sporidiobolus padj = 2.9408e-09"
"4563",0,"Floor",32,"g__Sporidiobolus padj = 2.9408e-09"
"4564",0,"Door",32,"g__Sporidiobolus padj = 2.9408e-09"
"4565",2199,"Door",32,"g__Sporidiobolus padj = 2.9408e-09"
"4566",582,"Door",32,"g__Sporidiobolus padj = 2.9408e-09"
"4567",626,"Door",32,"g__Sporidiobolus padj = 2.9408e-09"
"4568",2206,"Door",32,"g__Sporidiobolus padj = 2.9408e-09"
"4569",1431,"Door",32,"g__Sporidiobolus padj = 2.9408e-09"
"4570",210,"Floor",32,"g__Sporidiobolus padj = 2.9408e-09"
"4571",0,"FanVent",32,"g__Sporidiobolus padj = 2.9408e-09"
"4572",224,"FanVent",32,"g__Sporidiobolus padj = 2.9408e-09"
"4573",0,"FanVent",32,"g__Sporidiobolus padj = 2.9408e-09"
"4574",0,"FanVent",32,"g__Sporidiobolus padj = 2.9408e-09"
"4575",182,"FanVent",32,"g__Sporidiobolus padj = 2.9408e-09"
"4576",2299,"Floor",32,"g__Sporidiobolus padj = 2.9408e-09"
"4577",168,"Floor",32,"g__Sporidiobolus padj = 2.9408e-09"
"4578",0,"Floor",32,"g__Sporidiobolus padj = 2.9408e-09"
"4579",0,"Floor",32,"g__Sporidiobolus padj = 2.9408e-09"
"4580",0,"WallCeiling",32,"g__Sporidiobolus padj = 2.9408e-09"
"4581",0,"WallCeiling",32,"g__Sporidiobolus padj = 2.9408e-09"
"4582",0,"WallCeiling",32,"g__Sporidiobolus padj = 2.9408e-09"
"4583",0,"FanVent",32,"g__Sporidiobolus padj = 2.9408e-09"
"4584",0,"Door",32,"g__Sporidiobolus padj = 2.9408e-09"
"4585",0,"Door",32,"g__Sporidiobolus padj = 2.9408e-09"
"4586",43,"Floor",32,"g__Sporidiobolus padj = 2.9408e-09"
"4587",0,"Floor",32,"g__Sporidiobolus padj = 2.9408e-09"
"4588",0,"Door",32,"g__Sporidiobolus padj = 2.9408e-09"
"4589",0,"Door",32,"g__Sporidiobolus padj = 2.9408e-09"
"4590",0,"Door",32,"g__Sporidiobolus padj = 2.9408e-09"
"4591",0,"Door",32,"g__Sporidiobolus padj = 2.9408e-09"
"4592",0,"Floor",32,"g__Sporidiobolus padj = 2.9408e-09"
"4593",0,"Floor",32,"g__Sporidiobolus padj = 2.9408e-09"
"4594",0,"WallCeiling",32,"g__Sporidiobolus padj = 2.9408e-09"
"4595",0,"Floor",32,"g__Sporidiobolus padj = 2.9408e-09"
"4596",0,"Floor",32,"g__Sporidiobolus padj = 2.9408e-09"
"4597",0,"WallCeiling",32,"g__Sporidiobolus padj = 2.9408e-09"
"4598",20,"Floor",32,"g__Sporidiobolus padj = 2.9408e-09"
"4599",927,"Door",32,"g__Sporidiobolus padj = 2.9408e-09"
"4600",139,"Door",32,"g__Sporidiobolus padj = 2.9408e-09"
"4601",0,"Door",32,"g__Sporidiobolus padj = 2.9408e-09"
"4602",0,"Door",32,"g__Sporidiobolus padj = 2.9408e-09"
"4603",1458,"Door",32,"g__Sporidiobolus padj = 2.9408e-09"
"4604",0,"Door",32,"g__Sporidiobolus padj = 2.9408e-09"
"4605",9854,"Floor",32,"g__Sporidiobolus padj = 2.9408e-09"
"4606",0,"Door",32,"g__Sporidiobolus padj = 2.9408e-09"
"4607",0,"Floor",32,"g__Sporidiobolus padj = 2.9408e-09"
"4608",0,"FanVent",32,"g__Sporidiobolus padj = 2.9408e-09"
"4609",0,"Floor",32,"g__Sporidiobolus padj = 2.9408e-09"
"4610",0,"Floor",32,"g__Sporidiobolus padj = 2.9408e-09"
"4611",0,"Door",32,"g__Sporidiobolus padj = 2.9408e-09"
"4612",0,"Floor",32,"g__Sporidiobolus padj = 2.9408e-09"
"4613",0,"Floor",32,"g__Sporidiobolus padj = 2.9408e-09"
"4614",0,"WallCeiling",32,"g__Sporidiobolus padj = 2.9408e-09"
"4615",0,"Door",32,"g__Sporidiobolus padj = 2.9408e-09"
"4616",0,"Door",32,"g__Sporidiobolus padj = 2.9408e-09"
"4617",0,"FanVent",32,"g__Sporidiobolus padj = 2.9408e-09"
"4618",0,"FanVent",32,"g__Sporidiobolus padj = 2.9408e-09"
"4619",0,"Door",32,"g__Sporidiobolus padj = 2.9408e-09"
"4620",1905,"Door",32,"g__Sporidiobolus padj = 2.9408e-09"
"4621",0,"Floor",32,"g__Sporidiobolus padj = 2.9408e-09"
"4622",3032,"Door",32,"g__Sporidiobolus padj = 2.9408e-09"
"4623",0,"Floor",32,"g__Sporidiobolus padj = 2.9408e-09"
"4624",0,"WallCeiling",32,"g__Sporidiobolus padj = 2.9408e-09"
"4625",96,"Door",32,"g__Sporidiobolus padj = 2.9408e-09"
"4626",48,"WallCeiling",32,"g__Sporidiobolus padj = 2.9408e-09"
"4627",18,"Floor",32,"g__Sporidiobolus padj = 2.9408e-09"
"4628",14,"Floor",32,"g__Sporidiobolus padj = 2.9408e-09"
"4629",0,"WallCeiling",32,"g__Sporidiobolus padj = 2.9408e-09"
"4630",0,"WallCeiling",32,"g__Sporidiobolus padj = 2.9408e-09"
"4631",0,"Floor",32,"g__Sporidiobolus padj = 2.9408e-09"
"4632",17,"Floor",32,"g__Sporidiobolus padj = 2.9408e-09"
"4633",41,"Floor",32,"g__Sporidiobolus padj = 2.9408e-09"
"4634",0,"Floor",32,"g__Sporidiobolus padj = 2.9408e-09"
"4635",0,"Floor",32,"g__Sporidiobolus padj = 2.9408e-09"
"4636",0,"WallCeiling",32,"g__Sporidiobolus padj = 2.9408e-09"
"4637",0,"WallCeiling",32,"g__Sporidiobolus padj = 2.9408e-09"
"4638",0,"WallCeiling",32,"g__Sporidiobolus padj = 2.9408e-09"
"4639",0,"Floor",32,"g__Sporidiobolus padj = 2.9408e-09"
"4640",0,"Floor",32,"g__Sporidiobolus padj = 2.9408e-09"
"4641",47,"Floor",32,"g__Sporidiobolus padj = 2.9408e-09"
"4642",137,"WallCeiling",33,"g__Rhodosporidiobolus padj = 8.0648e-09"
"4643",201,"Door",33,"g__Rhodosporidiobolus padj = 8.0648e-09"
"4644",291,"Door",33,"g__Rhodosporidiobolus padj = 8.0648e-09"
"4645",0,"Floor",33,"g__Rhodosporidiobolus padj = 8.0648e-09"
"4646",4248,"Floor",33,"g__Rhodosporidiobolus padj = 8.0648e-09"
"4647",6673,"Floor",33,"g__Rhodosporidiobolus padj = 8.0648e-09"
"4648",2471,"Floor",33,"g__Rhodosporidiobolus padj = 8.0648e-09"
"4649",0,"FanVent",33,"g__Rhodosporidiobolus padj = 8.0648e-09"
"4650",0,"FanVent",33,"g__Rhodosporidiobolus padj = 8.0648e-09"
"4651",229,"FanVent",33,"g__Rhodosporidiobolus padj = 8.0648e-09"
"4652",0,"Door",33,"g__Rhodosporidiobolus padj = 8.0648e-09"
"4653",51,"Door",33,"g__Rhodosporidiobolus padj = 8.0648e-09"
"4654",0,"Door",33,"g__Rhodosporidiobolus padj = 8.0648e-09"
"4655",0,"Floor",33,"g__Rhodosporidiobolus padj = 8.0648e-09"
"4656",0,"Floor",33,"g__Rhodosporidiobolus padj = 8.0648e-09"
"4657",0,"WallCeiling",33,"g__Rhodosporidiobolus padj = 8.0648e-09"
"4658",0,"Floor",33,"g__Rhodosporidiobolus padj = 8.0648e-09"
"4659",5476,"FanVent",33,"g__Rhodosporidiobolus padj = 8.0648e-09"
"4660",130,"FanVent",33,"g__Rhodosporidiobolus padj = 8.0648e-09"
"4661",0,"FanVent",33,"g__Rhodosporidiobolus padj = 8.0648e-09"
"4662",308,"Floor",33,"g__Rhodosporidiobolus padj = 8.0648e-09"
"4663",0,"Floor",33,"g__Rhodosporidiobolus padj = 8.0648e-09"
"4664",0,"Floor",33,"g__Rhodosporidiobolus padj = 8.0648e-09"
"4665",3939,"FanVent",33,"g__Rhodosporidiobolus padj = 8.0648e-09"
"4666",222,"Floor",33,"g__Rhodosporidiobolus padj = 8.0648e-09"
"4667",0,"Floor",33,"g__Rhodosporidiobolus padj = 8.0648e-09"
"4668",0,"Floor",33,"g__Rhodosporidiobolus padj = 8.0648e-09"
"4669",39,"WallCeiling",33,"g__Rhodosporidiobolus padj = 8.0648e-09"
"4670",8,"WallCeiling",33,"g__Rhodosporidiobolus padj = 8.0648e-09"
"4671",124,"WallCeiling",33,"g__Rhodosporidiobolus padj = 8.0648e-09"
"4672",120,"Door",33,"g__Rhodosporidiobolus padj = 8.0648e-09"
"4673",2429,"Door",33,"g__Rhodosporidiobolus padj = 8.0648e-09"
"4674",139,"Floor",33,"g__Rhodosporidiobolus padj = 8.0648e-09"
"4675",29,"Floor",33,"g__Rhodosporidiobolus padj = 8.0648e-09"
"4676",324,"Floor",33,"g__Rhodosporidiobolus padj = 8.0648e-09"
"4677",2723,"Door",33,"g__Rhodosporidiobolus padj = 8.0648e-09"
"4678",0,"Floor",33,"g__Rhodosporidiobolus padj = 8.0648e-09"
"4679",0,"Door",33,"g__Rhodosporidiobolus padj = 8.0648e-09"
"4680",17,"WallCeiling",33,"g__Rhodosporidiobolus padj = 8.0648e-09"
"4681",24,"WallCeiling",33,"g__Rhodosporidiobolus padj = 8.0648e-09"
"4682",4848,"Floor",33,"g__Rhodosporidiobolus padj = 8.0648e-09"
"4683",1966,"Door",33,"g__Rhodosporidiobolus padj = 8.0648e-09"
"4684",3845,"Door",33,"g__Rhodosporidiobolus padj = 8.0648e-09"
"4685",1001,"Door",33,"g__Rhodosporidiobolus padj = 8.0648e-09"
"4686",6472,"Door",33,"g__Rhodosporidiobolus padj = 8.0648e-09"
"4687",2036,"Door",33,"g__Rhodosporidiobolus padj = 8.0648e-09"
"4688",2529,"Door",33,"g__Rhodosporidiobolus padj = 8.0648e-09"
"4689",5066,"Floor",33,"g__Rhodosporidiobolus padj = 8.0648e-09"
"4690",0,"FanVent",33,"g__Rhodosporidiobolus padj = 8.0648e-09"
"4691",1014,"FanVent",33,"g__Rhodosporidiobolus padj = 8.0648e-09"
"4692",637,"FanVent",33,"g__Rhodosporidiobolus padj = 8.0648e-09"
"4693",2416,"FanVent",33,"g__Rhodosporidiobolus padj = 8.0648e-09"
"4694",1282,"FanVent",33,"g__Rhodosporidiobolus padj = 8.0648e-09"
"4695",9305,"Floor",33,"g__Rhodosporidiobolus padj = 8.0648e-09"
"4696",666,"Floor",33,"g__Rhodosporidiobolus padj = 8.0648e-09"
"4697",0,"Floor",33,"g__Rhodosporidiobolus padj = 8.0648e-09"
"4698",0,"Floor",33,"g__Rhodosporidiobolus padj = 8.0648e-09"
"4699",0,"WallCeiling",33,"g__Rhodosporidiobolus padj = 8.0648e-09"
"4700",0,"WallCeiling",33,"g__Rhodosporidiobolus padj = 8.0648e-09"
"4701",0,"WallCeiling",33,"g__Rhodosporidiobolus padj = 8.0648e-09"
"4702",0,"FanVent",33,"g__Rhodosporidiobolus padj = 8.0648e-09"
"4703",0,"Door",33,"g__Rhodosporidiobolus padj = 8.0648e-09"
"4704",0,"Door",33,"g__Rhodosporidiobolus padj = 8.0648e-09"
"4705",96,"Floor",33,"g__Rhodosporidiobolus padj = 8.0648e-09"
"4706",0,"Floor",33,"g__Rhodosporidiobolus padj = 8.0648e-09"
"4707",0,"Door",33,"g__Rhodosporidiobolus padj = 8.0648e-09"
"4708",0,"Door",33,"g__Rhodosporidiobolus padj = 8.0648e-09"
"4709",0,"Door",33,"g__Rhodosporidiobolus padj = 8.0648e-09"
"4710",0,"Door",33,"g__Rhodosporidiobolus padj = 8.0648e-09"
"4711",0,"Floor",33,"g__Rhodosporidiobolus padj = 8.0648e-09"
"4712",0,"Floor",33,"g__Rhodosporidiobolus padj = 8.0648e-09"
"4713",0,"WallCeiling",33,"g__Rhodosporidiobolus padj = 8.0648e-09"
"4714",0,"Floor",33,"g__Rhodosporidiobolus padj = 8.0648e-09"
"4715",0,"Floor",33,"g__Rhodosporidiobolus padj = 8.0648e-09"
"4716",0,"WallCeiling",33,"g__Rhodosporidiobolus padj = 8.0648e-09"
"4717",308,"Floor",33,"g__Rhodosporidiobolus padj = 8.0648e-09"
"4718",0,"Door",33,"g__Rhodosporidiobolus padj = 8.0648e-09"
"4719",0,"Door",33,"g__Rhodosporidiobolus padj = 8.0648e-09"
"4720",0,"Door",33,"g__Rhodosporidiobolus padj = 8.0648e-09"
"4721",0,"Door",33,"g__Rhodosporidiobolus padj = 8.0648e-09"
"4722",1042,"Door",33,"g__Rhodosporidiobolus padj = 8.0648e-09"
"4723",0,"Door",33,"g__Rhodosporidiobolus padj = 8.0648e-09"
"4724",3330,"Floor",33,"g__Rhodosporidiobolus padj = 8.0648e-09"
"4725",0,"Door",33,"g__Rhodosporidiobolus padj = 8.0648e-09"
"4726",0,"Floor",33,"g__Rhodosporidiobolus padj = 8.0648e-09"
"4727",0,"FanVent",33,"g__Rhodosporidiobolus padj = 8.0648e-09"
"4728",0,"Floor",33,"g__Rhodosporidiobolus padj = 8.0648e-09"
"4729",0,"Floor",33,"g__Rhodosporidiobolus padj = 8.0648e-09"
"4730",0,"Door",33,"g__Rhodosporidiobolus padj = 8.0648e-09"
"4731",0,"Floor",33,"g__Rhodosporidiobolus padj = 8.0648e-09"
"4732",0,"Floor",33,"g__Rhodosporidiobolus padj = 8.0648e-09"
"4733",0,"WallCeiling",33,"g__Rhodosporidiobolus padj = 8.0648e-09"
"4734",0,"Door",33,"g__Rhodosporidiobolus padj = 8.0648e-09"
"4735",0,"Door",33,"g__Rhodosporidiobolus padj = 8.0648e-09"
"4736",0,"FanVent",33,"g__Rhodosporidiobolus padj = 8.0648e-09"
"4737",0,"FanVent",33,"g__Rhodosporidiobolus padj = 8.0648e-09"
"4738",0,"Door",33,"g__Rhodosporidiobolus padj = 8.0648e-09"
"4739",0,"Door",33,"g__Rhodosporidiobolus padj = 8.0648e-09"
"4740",39,"Floor",33,"g__Rhodosporidiobolus padj = 8.0648e-09"
"4741",9224,"Door",33,"g__Rhodosporidiobolus padj = 8.0648e-09"
"4742",133,"Floor",33,"g__Rhodosporidiobolus padj = 8.0648e-09"
"4743",0,"WallCeiling",33,"g__Rhodosporidiobolus padj = 8.0648e-09"
"4744",1728,"Door",33,"g__Rhodosporidiobolus padj = 8.0648e-09"
"4745",0,"WallCeiling",33,"g__Rhodosporidiobolus padj = 8.0648e-09"
"4746",275,"Floor",33,"g__Rhodosporidiobolus padj = 8.0648e-09"
"4747",25,"Floor",33,"g__Rhodosporidiobolus padj = 8.0648e-09"
"4748",0,"WallCeiling",33,"g__Rhodosporidiobolus padj = 8.0648e-09"
"4749",26,"WallCeiling",33,"g__Rhodosporidiobolus padj = 8.0648e-09"
"4750",0,"Floor",33,"g__Rhodosporidiobolus padj = 8.0648e-09"
"4751",0,"Floor",33,"g__Rhodosporidiobolus padj = 8.0648e-09"
"4752",25,"Floor",33,"g__Rhodosporidiobolus padj = 8.0648e-09"
"4753",0,"Floor",33,"g__Rhodosporidiobolus padj = 8.0648e-09"
"4754",0,"Floor",33,"g__Rhodosporidiobolus padj = 8.0648e-09"
"4755",0,"WallCeiling",33,"g__Rhodosporidiobolus padj = 8.0648e-09"
"4756",0,"WallCeiling",33,"g__Rhodosporidiobolus padj = 8.0648e-09"
"4757",0,"WallCeiling",33,"g__Rhodosporidiobolus padj = 8.0648e-09"
"4758",0,"Floor",33,"g__Rhodosporidiobolus padj = 8.0648e-09"
"4759",35,"Floor",33,"g__Rhodosporidiobolus padj = 8.0648e-09"
"4760",1777,"Floor",33,"g__Rhodosporidiobolus padj = 8.0648e-09"
"4761",0,"WallCeiling",45,"g__Leucosporidium padj = 0.015969"
"4762",0,"Door",45,"g__Leucosporidium padj = 0.015969"
"4763",57,"Door",45,"g__Leucosporidium padj = 0.015969"
"4764",0,"Floor",45,"g__Leucosporidium padj = 0.015969"
"4765",4864,"Floor",45,"g__Leucosporidium padj = 0.015969"
"4766",0,"Floor",45,"g__Leucosporidium padj = 0.015969"
"4767",631,"Floor",45,"g__Leucosporidium padj = 0.015969"
"4768",0,"FanVent",45,"g__Leucosporidium padj = 0.015969"
"4769",0,"FanVent",45,"g__Leucosporidium padj = 0.015969"
"4770",0,"FanVent",45,"g__Leucosporidium padj = 0.015969"
"4771",0,"Door",45,"g__Leucosporidium padj = 0.015969"
"4772",0,"Door",45,"g__Leucosporidium padj = 0.015969"
"4773",0,"Door",45,"g__Leucosporidium padj = 0.015969"
"4774",0,"Floor",45,"g__Leucosporidium padj = 0.015969"
"4775",0,"Floor",45,"g__Leucosporidium padj = 0.015969"
"4776",8320,"WallCeiling",45,"g__Leucosporidium padj = 0.015969"
"4777",7652,"Floor",45,"g__Leucosporidium padj = 0.015969"
"4778",0,"FanVent",45,"g__Leucosporidium padj = 0.015969"
"4779",0,"FanVent",45,"g__Leucosporidium padj = 0.015969"
"4780",156,"FanVent",45,"g__Leucosporidium padj = 0.015969"
"4781",0,"Floor",45,"g__Leucosporidium padj = 0.015969"
"4782",0,"Floor",45,"g__Leucosporidium padj = 0.015969"
"4783",0,"Floor",45,"g__Leucosporidium padj = 0.015969"
"4784",5,"FanVent",45,"g__Leucosporidium padj = 0.015969"
